Author,Rating,Review
Tjirk,Rated 5 out of 5 stars,"My 11-years old son plays Brawl Stars a lot with his friends. At some point he accidentally purchased gems worth over EUR 100+ in-app through Google Play. While Google was not providing any service or support (barely managed to get in some sort of one-way communication with them), Supercell - the creator of the game - was very quick, understanding and considerate in replying, and would refund the total sum (removing the gems of course). Great and personal service there! Thumbs up big time!"
Mostafa Dawoud,Rated 1 out of 5 stars,"All they care about is making money, while making the game very depressing and stressful in the process, and making you feel that the game is so unfair all the time by boosting up cards and making them very powerful to force you into paying more money into the game.Stay away!"
Sam Cher,Rated 1 out of 5 stars,"They are not real human beings , they really deserve all these bad reviews. They are not from America, they are worthless scums from Finland and do not understand anything about customer service at all. Do not give them any money"
Adrian Wong,Rated 1 out of 5 stars,N/A
Thomas de Gruchy,Rated 1 out of 5 stars,"Absolutely terrible game developer. They have created an excellent game in Clash Royale, but have no respect for their players or their feedback, they only care about MONEY. It's like if you monetized chess-- it's still a great game, but you've ruined it by giving unfair advantages to those who pay. And yes, every company needs to make money. But Fortnite and Overwatch have proved that you can still make massive amounts of microtransaction money with a FAIR game. Supercell just doesn't care, all these reviews are wasting their time."
Mohammadreza Hashemi,Rated 1 out of 5 stars,"It is the most unfair, nerve-racking, wasteful game that there ever is. It is not actually a game where two or more people interact. It is just a scam. Nothing is real or works. Keep your children away from this game. Frankly speaking, I think kids are better off playing action games than this.Seriously, watch out. They are there to get your money and are not afraid to create any false illusions in order to do so."
suckmaballs,Rated 1 out of 5 stars,"terrible, i tried getting an old clash of clans account back and in the process i was using my other clash of clans account(my main) and they banned my main account for account phishing, and i could never get back into my old clash account, i had proof and all, so now like 6+ years playing down the drain but screw em i never gave em  a penny and im glad!"
david thomas,Rated 1 out of 5 stars,Clash Royale is a total cheat it wants your money and nothing else. It’s so obvious when the computer is cheating you it’s sad. How do they think that you can’t see the speed changes and glitches. It would be funny if it wasn’t so pathetic
Aleksandra Kharchenko,Rated 1 out of 5 stars,Don't let your children to play this awful game! It leads to very strong addiction and children are changing their behavior! My child became aggressive and tried to stole my credit card for this game! Please be aware!
Emre,Rated 1 out of 5 stars,They are a pack of thieves.
Timur Vafin,Rated 1 out of 5 stars,"Our kid is 9 years old, he got totally addicted to their games Brawl Stars, he didnt eat, became very rude and finally stolen our bank card details and spent over 500$ in just 1 day to buy some stuff in this game, total he has paid them over 950$Of course this is our responsibility as parents and guilt of the kid but these games strategy is to addict vulnerable kids and steal money from parents. Finally they dont give you any refund, even i contacted them many times they never replied.So i warn all parent! Dont let your kids to play these games, this is pure drug for them"
